Suspended Flag,Reference ID,Marker Name,Cell Type,Material used,Location in reference,Protocol Reference,Location in reference,Species Reference,Location in references,Notes/Interpretations,Authors,Title,Journal/Book,Year,PMID/ISBN,Supporting References,,
,160900,CR,DG spiny CR,Calretinin-immunoreactive spiny cells and their dendrites are restricted to the hilus.,p 9 left bot,"""The sections were incubated first in 20% normal goat serum (NGS; 45 min), then in rabbit anti-calretinin antiserum (84) (1:2000, two days).",p 2 right top,"""Nine rats (Wistar, LATI, Hungary, male, 250 g) were perfused under Equithesine anaesthesia (chlornembutal 0.3 ml/100 g), first with physiological saline (1 min) and then with 300 ml of fixative.""",p 2 left bot,,"Gulyas AI, Miettinen R, Jacobowitz DM, and Freund TF",Calretinin is present in non-pyramidal cells of the rat hippocampus--I.  A new type of neuron specifically associated with the mossy fibre system,Neurosci,1992,1584417,,,
,160902,"nNos, CR",CA1 neurogliaform,"""Putative neurogliaform cells expressing high level of  alpha-actinin-2
in the soma were tested further to establish their neurochemical
profile. In stratum lacunosum-moleculare all cells immunopositive
for  alpha-actinin-2 (n = 50) coexpressed COUP-TFII and a high
level of the  alpha1 subunit of the GABAA receptor in the somatodendritic
membrane (GABAA-alpha 1, n = 48), and the majority was also
immunopositive for reelin (n = 45) (Fig. 5A). In addition, nearly
half of the  alpha-actinin-2-expressing cells were colabeled for low
levels of nNOS [neuronal nitric oxide synthase] (44.0 +/- 2.7%, n = 50) or NPY (52.1 +/- 1.8%, n =
48), and virtually none coexpressed the Ca2 -binding protein
CR [calretinin] (Fig. 5A).""",p 1600 left bot,"""The tyramide
signal amplification method was used to study the colocalization of
COUP-TFII, cholecystokinin (CCK), parvalbumin (PV) and SM, making
it possible to detect two molecules with primary antibodies raised in
the same species. Briefly, SM was detected with a very low concentration
of mouse monoclonal primary antibody (diluted 1:50,000 1:100,000)
incubated overnight and then incubated with a biotinylated-secondary
antibody (1:100) overnight, followed by avidin-biotinylated-horseradish
peroxidase complex for 1 d (ABC elite kit, Vector Laboratories). Next, a
horseradish peroxidase enzyme reaction was performed with biotinylated tyramide (TSA INDIRECT, PerkinElmer Life Sciences, 1:1000 1:3000)
for 1 h; which was then revealed with streptavidin conjugated to a fluorophore
(see next paragraph) incubated overnight. Next, the standard
inmmunoreaction protocol was followed to detect the other molecules
(COUP-TFII, monoclonal mouse antibody; CCK, rabbit antibody and
PV, guinea pig antibody) in the same tissue.""",p 1596 left bot,"""For in situ hybridization, adult Sprague Dawley
male rats (300350 g body weight) were anesthetized with chloral hydrate
(35 mg/100 g) and perfused transcardially with 4% (w/v) paraformaldehyde
in 0.1 M phosphate buffer (PB), pH 7.3.  For immunohistochemical reactions, adult Sprague Dawley male rats
(250350 g body weight) were deeply anesthetized with ketamine and
xylazine (30 and 3 mg/kg, respectively) and perfused transcardially with
saline solution, followed by 2030 min fixation with a fixative of 4%
paraformaldehyde, 15% v/v saturated picric acid, and 0.05% glutaraldehyde
in 0.1 M PB, pH 7.3.                                                             ",p 1596 left bot,,"Fuentealba P, Klausberger T, Karayannis T, Suen WY, Huck J, Tomioka R, Rockland K, Capogna M, Studer M, Morales M, and Somogyi P",Expression of COUP-TFII nuclear receptor in restricted GABAergic neuronal populations in the adult rat hippocampus,J Neurosci,2010,20130170,,,
,160903,"nNos, CR","CA1 neurogliaform, basket, RADI [radiatum- and dentate-innervating interneuron]","""Table 1. Molecular expression profiles of COUP-TFII-expressing interneuron types
recorded in vivo""",p 1603 ,"""The tyramide
signal amplification method was used to study the colocalization of
COUP-TFII, cholecystokinin (CCK), parvalbumin (PV) and SM, making
it possible to detect two molecules with primary antibodies raised in
the same species. Briefly, SM was detected with a very low concentration
of mouse monoclonal primary antibody (diluted 1:50,000 1:100,000)
incubated overnight and then incubated with a biotinylated-secondary
antibody (1:100) overnight, followed by avidin-biotinylated-horseradish
peroxidase complex for 1 d (ABC elite kit, Vector Laboratories). Next, a
horseradish peroxidase enzyme reaction was performed with biotinylated tyramide (TSA INDIRECT, PerkinElmer Life Sciences, 1:1000 1:3000)
for 1 h; which was then revealed with streptavidin conjugated to a fluorophore
(see next paragraph) incubated overnight. Next, the standard
inmmunoreaction protocol was followed to detect the other molecules
(COUP-TFII, monoclonal mouse antibody; CCK, rabbit antibody and
PV, guinea pig antibody) in the same tissue.""",p 1596 left bot,"""For in situ hybridization, adult Sprague Dawley
male rats (300350 g body weight) were anesthetized with chloral hydrate
(35 mg/100 g) and perfused transcardially with 4% (w/v) paraformaldehyde
in 0.1 M phosphate buffer (PB), pH 7.3.  For immunohistochemical reactions, adult Sprague Dawley male rats
(250350 g body weight) were deeply anesthetized with ketamine and
xylazine (30 and 3 mg/kg, respectively) and perfused transcardially with
saline solution, followed by 2030 min fixation with a fixative of 4%
paraformaldehyde, 15% v/v saturated picric acid, and 0.05% glutaraldehyde
in 0.1 M PB, pH 7.3.                                                             ",p 1596 left bot,"Neurogliaform:  nNOS+ 1/2, NPY+ 1/2, Som+ 0/1, CCK+ 0/1, alpha-actinin-2 2/2; basket: nNos+ 0/1, CCK+ 0/1, CR+ 0/1, VIP+ 0/2; RADI: CCK+ 0/1, CB+ 1/1  ","Fuentealba P, Klausberger T, Karayannis T, Suen WY, Huck J, Tomioka R, Rockland K, Capogna M, Studer M, Morales M, and Somogyi P",Expression of COUP-TFII nuclear receptor in restricted GABAergic neuronal populations in the adult rat hippocampus,J Neurosci,2010,20130170,,"Neurogliaform:  nNOS+ 1/2, NPY+ 1/2, Som+ 0/1, CCK+ 0/1, alpha-actinin-2 2/2; basket: nNos+ 0/1, CCK+ 0/1, CR+ 0/1, VIP+ 0/2; RADI: CCK+ 0/1, CB+ 1/1  ",
,,,,,,,,,,,,,,,,,,
,160905,,hppo proj cells,"""Retrograde tracing combined with immunocytochemistry showed that calreti-
nin is not present in cells projecting to the hippocampus.""","p 177, abstract",,,,,"<all EC hippocampal projecting cells are CR negative>
[m:EC:331131p PCV-DG-Sub:CR(2):neg layer]{sub1}
[m:EC:331111p stellate ii:CR(2):neg layer]{sub1}
[m:EC:223200p pc iii:CR(2):neg layer]{sub1}
[m:EC:220233p pc-v-dg:CR(2):neg layer]{sub1}
","Wouterlood FG, van Denderen CM, van Haeften T, and Witter MP","Calretinin in the entorhinal cortex of the rat:  distribution, morphology, ultrastructure of neurons, and colocalization with gamma-aminobutyric acid and parvalbumin",J Comparative Neurol,2000,10954838,,,
,160906,CR,"EC II, III bipolar","""Bipolar [calretinin-positive] cells
were present both in LEA [lateral entorhinal area] and MEA [medial entorhinal area]; they occurred in
layers II and III and deeper (Fig. 4A).   Bipolar cells
were present both in LEA and MEA; they occurred in
layers II and III and deeper (Fig. 4A). We noted in both
LEA and MEA lightly and densely stained bipolar cells.
The highest number of bipolar cells was noted in layer
III of LEA, and here they displayed the longest dendrites
that we observed. Ascending dendrites of layer III bipolar
cells traversed layer II and ended in layer I, often extend-
ing more than 120 m m from their parent cell bodies. In
several cases, layer III cells had a thin, varicose axon
arising from a primary descending dendrite. This axon
expanded its arbor in layers III and IV, deep to the parent
cell body.""",p 181 right bot,"""Sections were rinsed in 50 mM Tris-buffered saline, pH
8.0, with 0.5% Triton X-100 (TBS-TX; Triton X-100 from
Janssen Chimica, Geel, Belgium) and incubated for 48
hours in various concentrations of anti-calretinin antibodies
raised in rabbit (Sigma, St. Louis, MO; usually diluted
1:2500 in TBS-TX). . . .  In addition to the above controls, we studied co-
localization of parvalbumin and GABA by incubating sec-
tions with mouse anti-parvalbumin (1:500; Sigma) and
rabbit anti-GABA (1:2000) antibodies followed by incuba-
tion in the mixture of ?uorophore-conjugated secondary
antisera. Finally, co-localization of parvalbumin and cal-
retinin was tested by incubating sections with a mixture of
mouse anti-parvalbumin (1:2000; Sigma) and rabbit anti-
calretinin (1:2000) antibodies followed by incubation in
the mixture of ?uorophore-conjugated secondary antisera.""",p 178 right top,"""Thirty-five female Wistar rats (Harlan-Centraal
Proefdierbedrijf, Zeist, The Netherlands, body weight
200250 g) were used.""",p 178 right top,[m:EC:023300 PL-BPN:CR(1):Wouterlood 2000-PMID 10954838]{sub1},"Wouterlood FG, van Denderen CM, van Haeften T, and Witter MP","Calretinin in the entorhinal cortex of the rat:  distribution, morphology, ultrastructure of neurons, and colocalization with gamma-aminobutyric acid and parvalbumin",J Comparative Neurol,2000,10954838,,,
,160910,,,"""Subtype A [of multipolar calretinin-positve cells in the entorhinal cortex]: small spherical multipolar neurons. These
cells had nearly spherical, relatively small, and markedly
stained cell bodies with diameters ranging between 8 and
12 microm (Fig. 4B). From the perikarya typically three to four
short, curved, and smooth dendrites emanated that
branched after a short distance, forming thin, short, and
smooth secondary dendrites. The dendritic trees of such
cells (maximum diameter approximately 100 microm) were
generally restricted to the parent cortical layer. Small
multipolar cells were the only calretinin cell type in layer
I, with a remarkably constant morphology. In LEA [lateral entorhinal cortex], small
multipolar cells were frequently located just below the
dense fiber layer Ia, with dendrites penetrating layer Ia.
In MEA [medial entorhinal cortex], where layer Ia was not present, small spherical
multipolars occurred scattered in layer I, with dendrites
reaching the pial surface.""",p 182 right top,"""Sections were rinsed in 50 mM Tris-buffered saline, pH
8.0, with 0.5% Triton X-100 (TBS-TX; Triton X-100 from
Janssen Chimica, Geel, Belgium) and incubated for 48
hours in various concentrations of anti-calretinin antibodies
raised in rabbit (Sigma, St. Louis, MO; usually diluted
1:2500 in TBS-TX).""",p 178 right top,"""Thirty-five female Wistar rats (Harlan-Centraal
Proefdierbedrijf, Zeist, The Netherlands, body weight
200250 g) were used.""",p 178 right top,[m:EC:231000 FOMP:CR(1):Wouterlood 2000-PMID 10954838]{sub1},"Wouterlood FG, van Denderen CM, van Haeften T, and Witter MP","Calretinin in the entorhinal cortex of the rat:  distribution, morphology, ultrastructure of neurons, and colocalization with gamma-aminobutyric acid and parvalbumin",J Comparative Neurol,2000,10954838,,,
,160919,,,"""Fig. 4. Examples of entorhinal calretinin cell types. Composite
drawings (the exact locations of cells are shown in the insets; hori-
zontal sections). A: Bipolar cells in MEA. B: Small spherical multipo-
lar cell in layer I of LEA, . . .""",,,,,,"[m:EC:023300 PL-BPN:CR(1):Wouterlood 2000-PMID 10954838]{sub1}
[m:EC:23100 FOMP:CR(1):Wouterlood 2000-PMID 10954838]{sub1}","Wouterlood FG, van Denderen CM, van Haeften T, and Witter MP","Calretinin in the entorhinal cortex of the rat:  distribution, morphology, ultrastructure of neurons, and colocalization with gamma-aminobutyric acid and parvalbumin",J Comparative Neurol,2000,10954838,,,
,160920,,All hippo projection neurons,"""Following injection of HRP [horse radish peroxidase] in the hippocampal formation
of two animals, abundant retrograde labeling was
present of principal entorhinal cells in layers II and III.
This labeling was visible as a granular, blue-black deposit
in the cell bodies and in the main dendrites closest to the
cell bodies. The HRP reaction product could easily be
distinguished from the homogeneously distributed brown
calretinin immunoreaction product. All retrogradely labeled
entorhinal cells did not contain calretinin-associated,
brown immunoreaction product.""",p 188 left top,"""Sections were rinsed in 50 mM Tris-buffered saline, pH
8.0, with 0.5% Triton X-100 (TBS-TX; Triton X-100 from
Janssen Chimica, Geel, Belgium) and incubated for 48
hours in various concentrations of anti-calretinin antibodies
raised in rabbit (Sigma, St. Louis, MO; usually diluted
1:2500 in TBS-TX).""",p 178 right top,"""Thirty-five female Wistar rats (Harlan-Centraal
Proefdierbedrijf, Zeist, The Netherlands, body weight
200250 g) were used.""",p 178 right top,"<all EC hippocampal projecting cells are CR negative>
[m:EC:331131p PCV-DG-Sub:CR(2):neg layer]{sub1}
[m:EC:331111p stellate ii:CR(2):neg layer]{sub1}
[m:EC:223200p pc iii:CR(2):neg layer]{sub1}
[m:EC:220233p pc-v-dg:CR(2):neg layer]{sub1}","Wouterlood FG, van Denderen CM, van Haeften T, and Witter MP","Calretinin in the entorhinal cortex of the rat:  distribution, morphology, ultrastructure of neurons, and colocalization with gamma-aminobutyric acid and parvalbumin",J Comparative Neurol,2000,10954838,,,
,160924,,,"""These sections showed
an abundance of cells expressing only one of the markers [parvalbumin and calretinin].
Cells in which the two immunofluorescent labels coexisted
were conspicuously absent. These results indicate
that there is a complete segregation of populations of
entorhinal parvalbumin- and calretinin-immunoreactive
cells.""",p 188 left bot,"""Sections were rinsed in 50 mM Tris-buffered saline, pH
8.0, with 0.5% Triton X-100 (TBS-TX; Triton X-100 from
Janssen Chimica, Geel, Belgium) and incubated for 48
hours in various concentrations of anti-calretinin antibodies
raised in rabbit (Sigma, St. Louis, MO; usually diluted
1:2500 in TBS-TX).""",p 178 right top,"""Thirty-five female Wistar rats (Harlan-Centraal
Proefdierbedrijf, Zeist, The Netherlands, body weight
200250 g) were used.""",p 178 right top,"<In EC PV and CR mutually exclusive>
[m:EC:023300 PL-BPN:PV(2):ME]{sub1}
[m:EC:23100 FOMP:PV(2):ME]{sub1}","Wouterlood FG, van Denderen CM, van Haeften T, and Witter MP","Calretinin in the entorhinal cortex of the rat:  distribution, morphology, ultrastructure of neurons, and colocalization with gamma-aminobutyric acid and parvalbumin",J Comparative Neurol,2000,10954838,,,
