Word count of material used ,Cross-checked,Entered in axon-dendrite spreadsheet,Altered,ReferenceID,CellType,Material Used,Location in reference,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,PMCID,Notes,Replaced,CellType Proofreadby,CellType Proofreaddate,CellType Unique ID,Figure filename,A-D check
62,1,,JR,612199,CA3 22010 radiatum giant cells (RGC),"""Giant cells [in CA3] differed from pyramidal cells in their soma location in st. radiatum and by their rarely observed basal dendrites (Gulyas et al. 1998), commonly described in pyramidal cells (Jonas et al. 1993).  In CA3 giant cells, the axons were found to arise from the basal pole of the soma, penetrate the pyramidal cell layer, or extend in st. oriens.""","p2004, left mid","CA3 22010 radiatum giant cells (RGC)

[Y:CA3:RGC:S:CA3:SR]{#3},
<Gulyas (1998) describes CA1 RGCs>
<Jonas (1993) describes CA3 PCs>","Savic N, Sciancalepore M","Electrophysiological characterization of ""giant"" cells in stratum radiatum of the CA3 hippocampal region",Journal of Neurophysiology,2001,11353016,free,,,,,,,DWW
,MR,,MR,612200,methods,"""Transverse, coronal, and longitudinal slices (450-microm thickness) obtained from ventral, middle, and whole hippocampus, respectively (see Ai in Figs. 1-3), were prepared from C57 mice  (P 18-25) in accordance with the United Kingdom Animals Scientific Procedures Act.""","p13295, right mid","<450 microm transverse, coronal, and longitudinal slices>
<P18-25 C57 mice>","Gloveli T, Dugladze T, Rotstein HG, Traub RD, Monyer H, Heinemann U, Whittington MA, Kopell NJ.",Orthogonal arrangement of rhythm-generating microcircuits in the hippocampus,Proc Natl Acad Sci U S A.,2005,16141320,free & PMC1201613,,,,,,,DWW
,AnK,,AnK,612201,methods,"""Male Sprague-Dawley albino rats (120-450 g; mean, 275 g; median, 265 g; age range, 1-3 months)...""","p3, top","<1-3 m, 120-450 g, mean 275 g, median 265 g, male Sprague-Dawley albino rats>","Harris E, Stewart M", Intrinsic connectivity of the rat subiculum. II. Properties of synchronous spontaneous activity and a demonstration of multiple generator regions.,J Comp. Neurol,2001,11406829,PMC1592136,,,,,,,DWW
,AnK,,AnK,612202,methods,"""Horizontal, coronal, parasagittal, or angled transverse slices (400 microm) were cut"" ","p3, top","<400 microm horizontal, coronal, parasagittal, or angled transverse slices>","Harris E, Stewart M", Intrinsic connectivity of the rat subiculum. II. Properties of synchronous spontaneous activity and a demonstration of multiple generator regions.,J Comp. Neurol,2001,11406829,PMC1592137,,,,,,,DWW
,MR,,MR,612203,methods,"""Male Sprague-Dawley albino rats (200-350 g; 40-80 days old)""","p42, left bot","<40-80 d-old, 200-350 g, male Sprague-Dawley albino rats>","Harris E, Stewart M ",Propagation of synchronous epileptiform events from subiculum backward into area CA1 of rat brain slices.,Brain Res,2001,11259758,not free,,,,,,,DWW
,MR,,MR,612204,methods,"""Horizontal slices (400 microm)""","p42, left bot",<400 microm horizontal slices>,"Harris E, Stewart M ",Propagation of synchronous epileptiform events from subiculum backward into area CA1 of rat brain slices.,Brain Res,2001,11259758,not free,,,,,,,DWW
,MR,,MR,612205,SUB (+)331p-CA1 1110 pyramidal cells-CA1 projecting (PC-CA1),"""All components of events were propagated from subiculum to CA1 with similar conduction delays.  Neurobiotin labeling of single subicular neurons showed that pyramidal cells had extensive  axon collaterals within the cell layer and some cells showed axon collaterals that ascended into the apical dendritic regions of CA1 before branching and giving off axonal extensions (light  microscopic evidence of synaptic contacts).""","p47, right top","SUB (+)331p-CA1 1110 pyramidal cells-CA1 projecting (PC-CA1)

[Y:SUB:pyramidal:A:CA1:SP]{#3},
<some cells A:CA1:SLM_SR>","Harris E, Stewart M ",Propagation of synchronous epileptiform events from subiculum backward into area CA1 of rat brain slices.,Brain Res,2001,11259758,not free,,,,,,1,DWW
,1,,NZ,612206,methods,"""Young adult female Wistar rats""","p396, left mid",<young adult female Wistar rats>,"Han ZS, Buhl EH, Lďż˝rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,  The European journal of neuroscience,1993,8261117,not free,,,,,,,DWW
,1,,NZ,612207,methods,"""400-microm thick horizontal slices"" ","p396, left mid",<400 microm slices>,"Han ZS, Buhl EH, Lďż˝rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,  The European journal of neuroscience,1993,8261117,not free,,,,,,,DWW
,1,,NZ,612208,DG 2322 HICAP ,"FIG. 2.  (A)  Axonal and dendritic arborization of a hilar cell having an axonal field associated with the termination zone of the commissural and association pathways (HICAP cell) in the inner third of the molecular layer. The dendritic tree was reconstructed from the whole slice, but the axonal arborization (a, origin of axon) is shown here from one 60-microm thick section for the sake of clarity.  Most of the dendrites wereonly sparsely spiny, but one thick dendrite had a very densely spiny segment in the middle third of the molecular layer (arrows).  (B) The position of the cell and its axonal arborization (shaded) is shown within the dentate gyrus. The response of this cell to a long depolarizing current pulse is shown in Figure 1. Scale bars: A, 100 microm; B, 500 microm. ","p398, Fig. 2","DG (-)2322 hilar commissural-associational pathway related (HICAP) neurons
[Y:DG:HICAP:S:DG:H]{#1},
[Y:DG:HICAP:D:DG:SMo_SMi_SG_H]{#1,#3},
[Y:DG:HICAP:A:DG:SMi]{#1,#3}","Han ZS, Buhl EH, Lďż˝rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,  The European journal of neuroscience,1993,8261117,not free,,,,,,1,DWW
,1,,NZ,612209,DG 2322 HICAP ,"FIG. 3. Light micrographs of the HICAP [hilar commissural-associational pathway] cell also shown in Figures 1 and 2, (A) The pyramidal shape soma of the HICAP cell (large  arrow) is situated in the hilus (hi).  Numerous axon collaterals (e.g. arrows) in the inner molecular layer (ml) and a main axon branch (double arrows) ascending through the granule cell body layer (gel) are seen. ","p399, Fig. 3","DG (-)2322 hilar commissural-associational pathway related (HICAP) neurons
[Y:DG:HICAP:S:DG:H]{#1,#3},
[Y:DG:HICAP:A:DG:SMi]{#1,#3}","Han ZS, Buhl EH, Lďż˝rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,  The European journal of neuroscience,1993,8261117,not free,,,,,,1,DWW
,AnK,,AnK,612210,Methods,"""Male Sprague Dawley rats (250-350 g)""","p9783, left mid",<250-350 g male Sprague Dawley rats>,"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic Neruons in hippocampal
 network oscillations",The Journal of Neuroscience,2005,16237182,free,,,,,,,DWW
,AnK,,AnK,612211,CA1 (-)2311 Schaffer collateral associated-apical dendrite innervating (SCA-ADI) neurons,"""The random sampling of boutons showed that the main targets in stratum pyramidale and proximal radiatum were the shafts of large apical dendrites of pyramidal cells; hence, we named these cells apical dendrite-innervating neurons. Only one interneuron dendrite was found as a target in the proximal stratum radiatum sample.""","p9787, left bot","CA1 (-)2311 Schaffer collateral associated-apical dendrite innervating (SCA-ADI) neurons
[Y:CA1:apical dendritic innervating:A:CA1:SR_SP]{#4}

<prefer to target main apical shaft of pyramidal cells, but do target other interneurons>","Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic Neruons in hippocampal
 network oscillations",The Journal of Neuroscience,2005,16237182,free,,,,,,,DWW
,AnK,,AnK,612212,methods,"""Brain slices were obtained from male Wistar rats (125-250 g) using  the  following  procedure.""","p572, left bot","methods

<125-250 g male Wistar rats>","Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal corte,Hippocampus,1997,9347353,not free,,,,,,,DWW
,AnK,,AnK,612213,methods,"""Slices were sectioned at 50-100 microm ""","p572, right top","methods

<50-100 microm slices>","Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal corte,Hippocampus,1997,9347353,not free,,,,,,,DWW
,AnK,,AnK,612214,EC (+)333000p-DG 1000-SUB 111 excitatory neurons ,"""All neurons in the first electrophysiological category (n=22) were observed to be stellate cells as originally described by Ramon y Cajal (1901-1902). Cell bodies were preferentially located in the superficial (toward the pia; n =10) or middle (n =9) third of [entorhinal] layer II, with only three neurons located in the deepest third (Figs. 2A, 3, 6). The soma shape was ovoid or trapezoid, with elongation always oriented perpendicular to the pial surface (Fig. 6).""","p573, left mid","EC (+)333000p-DG 1000-SUB 111 excitatory neurons 
<MEC>,
[Y:EC:stellate II:S:II]{#3}","Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal corte,Hippocampus,1997,9347353,not free,,,,,,,DWW
,AnK,,AnK,612215,EC (+)333000p-DG 1000-SUB 111 excitatory neurons ,"""Primary dendrites emerged most frequently from the superficial and basal aspects of the [stellate cell] soma, which gave neurons a bi-tufted appearance. When dendrites originated from the sides of the cell, they mostly curved upward, coursing obliquely in [the entorhinal cortex] layer I toward the pial surface. Upper, superficially directed dendrites were very long and diverged widely, forming a V-shaped dendritic domain in which the distal processes frequently reached the pial surface where they ran parallel  to it (Figs.2A, 3). The medio-lateral distance between the two most diverging dendrites of the upper dendritic field ranged from 310 to 720 microm (average: 497 +/- 154 microm; n =20). Lower dendrites were also widely divergent and extended over layer II as well as the most superficial part of layer III.""","p573, right mid","EC (+)333000p-DG 1000-SUB 111 excitatory neurons 

[Y:EC:stellate II:D:I_II_III]{#4}","Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal corte,Hippocampus,1997,9347353,not free,,,,,,,DWW
,AnK,,AnK,612216,EC (+)333000p-DG 1000-SUB 111 excitatory neurons ,"""Dendritic spines were abundant and evenly distributed over the dendritic tree.""","p574, left bot","EC (+)333000p-DG 1000-SUB 111 excitatory neurons 
<spiny>","Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal corte,Hippocampus,1997,9347353,not free,,,,,,,DWW
,AnK,,AnK,612217,EC (+)333000p-DG 1000-SUB 111 excitatory neurons ,"""FIGURE  2.  [entorhinal cortex]  Layer  II  neuron  exhibiting  the  typical  stellate morphology. A: Camera lucida reconstruction of cell Ia. Note the multiple thick primary dendrites, the widely diverging upper and lower dendritic trees, with superficially directed dendrites reaching the topmost portion of layer I. Cell Ia was located in the superficial third of layer II, and its axon (arrows) appeared to emerge from the base of the soma. Axon truncated.""","p574, Fig. 2","EC (+)333000p-DG 1000-SUB 111 excitatory neurons 

""[Y:EC:stellate II:S:II]{#1,#3},
[Y:EC:stellate II:D:I_II_III]{#1,#4}""","Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal corte,Hippocampus,1997,9347353,not free,,,,,,,DWW
,AnK,,AnK,612218,EC (+)333000p-DG 1000-SUB 111 excitatory neurons ,"""FIGURE 3. Camera lucida reconstruction of a stellate cell (cell Ib) located in the deep third of [entorhinal cortex] layer II. Note the short ""apical'' dendrite  which  branches  well below the border with layer I. Secondary dendrites then diverge widely as in other stellate cells. The axon (large and small arrows) emerges from a thin dendrite 11 microm away from the soma. Axon truncated. Medial is to the right. Scale bar =40 microm.""","p575, Fig.3","EC (+)333000p-DG 1000-SUB 111 excitatory neurons 

""[Y:EC:stellate II:S:II]{#1},
[Y:EC:stellate II:D:I_II_III]{#1}""","Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal corte,Hippocampus,1997,9347353,not free,,,,,,,DWW
,AnK,,AnK,612219,EC (+)333000p-DG 1000-SUB 111 excitatory neurons ,"""In 16 of the [entorhinal stellate] cells, the axon was observed to course radially down toward the angular bundle. In 12 of those cells, the origin of the axon could be visualized emerging from a primary dendrite, close to the soma (Figs. 3, 5A, 6). In one instance, the axon appeared to emerge from the base of the soma (Fig. 2). The axon was relatively thick, as measured about 40 microm away from the soma (1.4  +/- 0.2 microm; n =10), and followed a very straight course, which, in most cases (n =9), could be traced to the deep layers (V/VI). In two other neurons, the axon could be seen to enter the angular bundle and give off a branch in the subiculum. Within its initial 200- to 400-um  course  (deep  layer  II/superficial  layer  III),  the  axon always gave off several (three to five) very thin recurrent collaterals that bent upward and branched repeatedly, forming a delicate net over the entire dendritic domain of the labeled cell (Fig. 5A). Some of the ascending branches could be followed beyond the dendritic field, medially and laterally, in layers II and I (Fig. 5C).""","p575, left top","EC (+)333000p-DG 1000-SUB 111 excitatory neurons 
[Y:EC:stellate II:A:I_II_III]{#4}""
""<16 of 22, axon coursed toward the angular bundle>,
<9 of 22, axon could be traced to V_VI>,
<2 of 22, axon branched in AB and 1 branch entered SUB>","Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal corte,Hippocampus,1997,9347353,not free,,,,,,,DWW
,AnK,,AnK,612220,EC (+)333000p-DG 1000-SUB 111 excitatory neurons,"""FIGURE 6.  Camera lucida reconstructions of four [entorhinal] stellate cells (cells Ie, If, Ig, and Ih) showing details of soma shape, proximal processes (truncated; axon in red), and location within layer II. Note the multiple thick primary dendrites that emerge preferentially from the top and bottom poles of the cells and the axon that emerges from a primary dendrite. Cell Ih (far right), located in the deep third of layer II and characterized by a thick vertically rising dendrite, was attributed a stellate morphology because of its dendritic tree which was similar to that of cell Ib in Figure 3. Pial surface is to the top. Medial is to the right in all cells. Scale bar = 20 microm.""","p578, Fig. 6","EC (+)333000p-DG 1000-SUB 111 excitatory neurons

""[Y:EC:stellate II:S:II]{#1,#3},
[Y:EC:stellate II:D:I_II_III]{#1}""","Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal corte,Hippocampus,1997,9347353,not free,,,,,,,DWW
,AnK,,AnK,612221,EC (+)333000p-DG 1000-SUB 111 excitatory neurons,"""The dendritic tree of stellate cells was very characteristic, diverging widely to reach its maximum medio-lateral expanse (up to  720  microm)  in  the  most  superficial  portions  of [the entorhinal cortex] layer I, in agreement  with  the  in  vivo  intracellular  neurobiotin  injection study of Tamamaki and Nojyo (1993), which reported a figure of 500 microm for the expanse of the dendritic field at the level of the pia mater. The characteristics of the dendrite branching were such that the densest dendritic coverage did not occur within layer II, but in layer I for the upper dendritic field, and in the superficial portion of layer III for the lower dendritic field. Dendritic spines of stellate cells appeared more complex than those of pyramidal-like cells, in agreement with the ultrastructural study of Germroth et al. (1991)."" ","p578, right bot","EC (+)333000p-DG 1000-SUB 111 excitatory neurons
<Tamamaki and Nojyo, 1993, is 331111 stellate in another packet>,
<Germroth et al., 1991, is 331000 fan in another packet>,
<spiny>,
[Y:EC:stellate II:D:I_II_III]{#4}","Klink R, Alonso A",Morphological characteristics of layer II projection neurons in the rat medial entorhinal corte,Hippocampus,1997,9347353,not free,,,,,,,DWW
